15,38,0,2,10,43,1,6,9,29,16,0,1,3,11,44,2,7,10,30,17,1,2,4,12,0,3,8,11,31,18,2,0,5,13,1,4,9,12,32,19,3,0,6,14,2,5,10,13,33,20,4,0,7,15,3,6,11,14,34,21,5,1,8,16,4,7,12,0,35,2
16,0,1,3,11,44,2,7,10,30,17,1,2,4,12,0,3,8,11,31,18,2,0,5,13,1,4,9,12,32,19,3,0,6,14,2,5,10,13,33,20,4,0,7,15,3,6,11,14,34,21,5,1,8,16,4,7,12,0,35,0,6,2,9,17,5,8,13,1,36,2
17,1,2,4,12,0,3,8,11,31,18,2,0,5,13,1,4,9,12,32,19,3,0,6,14,2,5,10,13,33,20,4,0,7,15,3,6,11,14,34,21,5,1,8,16,4,7,12,0,35,0,6,2,9,17,5,8,13,1,36,1,7,3,10,18,6,9,14,2,0,1
18,2,0,5,13,1,4,9,12,32,19,3,0,6,14,2,5,10,13,33,20,4,0,7,15,3,6,11,14,34,21,5,1,8,16,4,7,12,0,35,0,6,2,9,17,5,8,13,1,36,1,7,3,10,18,6,9,14,2,0,2,8,4,11,19,0,10,15,3,1,1
19,3,0,6,14,2,5,10,13,33,20,4,0,7,15,3,6,11,14,34,21,5,1,8,16,4,7,12,0,35,0,6,2,9,17,5,8,13,1,36,1,7,3,10,18,6,9,14,2,0,2,8,4,11,19,0,10,15,3,1,3,9,5,12,20,1,11,16,4,0,1
20,4,0,7,15,3,6,11,14,34,21,5,1,8,16,4,7,12,0,35,0,6,2,9,17,5,8,13,1,36,1,7,3,10,18,6,9,14,2,0,2,8,4,11,19,0,10,15,3,1,3,9,5,12,20,1,11,16,4,0,4,10,6,13,21,2,12,0,5,1,1
21,5,1,8,16,4,7,12,0,35,0,6,2,9,17,5,8,13,1,36,1,7,3,10,18,6,9,14,2,0,2,8,4,11,19,0,10,15,3,1,3,9,5,12,20,1,11,16,4,0,4,10,6,13,21,2,12,0,5,1,5,11,7,14,22,3,13,1,0,2,2
0,6,2,9,17,5,8,13,1,36,1,7,3,10,18,6,9,14,2,0,2,8,4,11,19,0,10,15,3,1,3,9,5,12,20,1,11,16,4,0,4,10,6,13,21,2,12,0,5,1,5,11,7,14,22,3,13,1,0,2,6,12,8,0,23,4,14,2,1,3,1
1,7,3,10,18,6,9,14,2,0,2,8,4,11,19,0,10,15,3,1,3,9,5,12,20,1,11,16,4,0,4,10,6,13,21,2,12,0,5,1,5,11,7,14,22,3,13,1,0,2,6,12,8,0,23,4,14,2,1,3,7,13,9,1,24,5,15,3,0,4,2
2,8,4,11,19,0,10,15,3,1,3,9,5,12,20,1,11,16,4,0,4,10,6,13,21,2,12,0,5,1,5,11,7,14,22,3,13,1,0,2,6,12,8,0,23,4,14,2,1,3,7,13,9,1,24,5,15,3,0,4,8,14,10,2,0,6,16,4,1,5,1
3,9,5,12,20,1,11,16,4,0,4,10,6,13,21,2,12,0,5,1,5,11,7,14,22,3,13,1,0,2,6,12,8,0,23,4,14,2,1,3,7,13,9,1,24,5,15,3,0,4,8,14,10,2,0,6,16,4,1,5,9,15,11,3,0,7,17,5,2,6,1
4,10,6,13,21,2,12,0,5,1,5,11,7,14,22,3,13,1,0,2,6,12,8,0,23,4,14,2,1,3,7,13,9,1,24,5,15,3,0,4,8,14,10,2,0,6,16,4,1,5,9,15,11,3,0,7,17,5,2,6,10,16,12,0,1,8,18,6,3,7,1
5,11,7,14,22,3,13,1,0,2,6,12,8,0,23,4,14,2,1,3,7,13,9,1,24,5,15,3,0,4,8,14,10,2,0,6,16,4,1,5,9,15,11,3,0,7,17,5,2,6,10,16,12,0,1,8,18,6,3,7,11,17,13,1,2,9,19,7,4,0,2
6,12,8,0,23,4,14,2,1,3,7,13,9,1,24,5,15,3,0,4,8,14,10,2,0,6,16,4,1,5,9,15,11,3,0,7,17,5,2,6,10,16,12,0,1,8,18,6,3,7,11,17,13,1,2,9,19,7,4,0,12,18,14,2,3,10,20,8,0,1,2
7,13,9,1,24,5,15,3,0,4,8,14,10,2,0,6,16,4,1,5,9,15,11,3,0,7,17,5,2,6,10,16,12,0,1,8,18,6,3,7,11,17,13,1,2,9,19,7,4,0,12,18,14,2,3,10,20,8,0,1,13,19,15,3,0,11,21,9,1,2,2
8,14,10,2,0,6,16,4,1,5,9,15,11,3,0,7,17,5,2,6,10,16,12,0,1,8,18,6,3,7,11,17,13,1,2,9,19,7,4,0,12,18,14,2,3,10,20,8,0,1,13,19,15,3,0,11,21,9,1,2,14,20,16,4,1,12,22,10,0,3,2
9,15,11,3,0,7,17,5,2,6,10,16,12,0,1,8,18,6,3,7,11,17,13,1,2,9,19,7,4,0,12,18,14,2,3,10,20,8,0,1,13,19,15,3,0,11,21,9,1,2,14,20,16,4,1,12,22,10,0,3,15,21,17,5,2,13,23,0,1,4,2
10,16,12,0,1,8,18,6,3,7,11,17,13,1,2,9,19,7,4,0,12,18,14,2,3,10,20,8,0,1,13,19,15,3,0,11,21,9,1,2,14,20,16,4,1,12,22,10,0,3,15,21,17,5,2,13,23,0,1,4,16,22,18,6,0,14,24,1,2,5,2
11,17,13,1,2,9,19,7,4,0,12,18,14,2,3,10,20,8,0,1,13,19,15,3,0,11,21,9,1,2,14,20,16,4,1,12,22,10,0,3,15,21,17,5,2,13,23,0,1,4,16,22,18,6,0,14,24,1,2,5,17,23,19,7,0,15,25,2,3,6,2
12,18,14,2,3,10,20,8,0,1,13,19,15,3,0,11,21,9,1,2,14,20,16,4,1,12,22,10,0,3,15,21,17,5,2,13,23,0,1,4,16,22,18,6,0,14,24,1,2,5,17,23,19,7,0,15,25,2,3,6,18,24,20,8,0,16,26,3,4,7,2
13,19,15,3,0,11,21,9,1,2,14,20,16,4,1,12,22,10,0,3,15,21,17,5,2,13,23,0,1,4,16,22,18,6,0,14,24,1,2,5,17,23,19,7,0,15,25,2,3,6,18,24,20,8,0,16,26,3,4,7,19,25,21,0,1,17,27,4,5,8,2
14,20,16,4,1,12,22,10,0,3,15,21,17,5,2,13,23,0,1,4,16,22,18,6,0,14,24,1,2,5,17,23,19,7,0,15,25,2,3,6,18,24,20,8,0,16,26,3,4,7,19,25,21,0,1,17,27,4,5,8,20,26,22,1,0,18,28,5,6,9,1
15,21,17,5,2,13,23,0,1,4,16,22,18,6,0,14,24,1,2,5,17,23,19,7,0,15,25,2,3,6,18,24,20,8,0,16,26,3,4,7,19,25,21,0,1,17,27,4,5,8,20,26,22,1,0,18,28,5,6,9,21,27,23,2,1,0,29,6,7,10,1
16,22,18,6,0,14,24,1,2,5,17,23,19,7,0,15,25,2,3,6,18,24,20,8,0,16,26,3,4,7,19,25,21,0,1,17,27,4,5,8,20,26,22,1,0,18,28,5,6,9,21,27,23,2,1,0,29,6,7,10,22,0,24,3,2,1,30,7,8,11,1
17,23,19,7,0,15,25,2,3,6,18,24,20,8,0,16,26,3,4,7,19,25,21,0,1,17,27,4,5,8,20,26,22,1,0,18,28,5,6,9,21,27,23,2,1,0,29,6,7,10,22,0,24,3,2,1,30,7,8,11,23,0,25,4,3,2,31,8,9,12,2
18,24,20,8,0,16,26,3,4,7,19,25,21,0,1,17,27,4,5,8,20,26,22,1,0,18,28,5,6,9,21,27,23,2,1,0,29,6,7,10,22,0,24,3,2,1,30,7,8,11,23,0,25,4,3,2,31,8,9,12,24,1,26,5,4,3,32,0,10,13,1
19,25,21,0,1,17,27,4,5,8,20,26,22,1,0,18,28,5,6,9,21,27,23,2,1,0,29,6,7,10,22,0,24,3,2,1,30,7,8,11,23,0,25,4,3,2,31,8,9,12,24,1,26,5,4,3,32,0,10,13,25,2,27,6,5,4,33,1,11,0,1
20,26,22,1,0,18,28,5,6,9,21,27,23,2,1,0,29,6,7,10,22,0,24,3,2,1,30,7,8,11,23,0,25,4,3,2,31,8,9,12,24,1,26,5,4,3,32,0,10,13,25,2,27,6,5,4,33,1,11,0,26,3,28,7,6,0,34,2,12,1,2
21,27,23,2,1,0,29,6,7,10,22,0,24,3,2,1,30,7,8,11,23,0,25,4,3,2,31,8,9,12,24,1,26,5,4,3,32,0,10,13,25,2,27,6,5,4,33,1,11,0,26,3,28,7,6,0,34,2,12,1,27,4,29,0,7,1,35,3,13,2,2
22,0,24,3,2,1,30,7,8,11,23,0,25,4,3,2,31,8,9,12,24,1,26,5,4,3,32,0,10,13,25,2,27,6,5,4,33,1,11,0,26,3,28,7,6,0,34,2,12,1,27,4,29,0,7,1,35,3,13,2,0,5,30,1,8,2,36,4,14,3,1
23,0,25,4,3,2,31,8,9,12,24,1,26,5,4,3,32,0,10,13,25,2,27,6,5,4,33,1,11,0,26,3,28,7,6,0,34,2,12,1,27,4,29,0,7,1,35,3,13,2,0,5,30,1,8,2,36,4,14,3,1,6,31,2,9,3,37,5,15,0,1
24,1,26,5,4,3,32,0,10,13,25,2,27,6,5,4,33,1,11,0,26,3,28,7,6,0,34,2,12,1,27,4,29,0,7,1,35,3,13,2,0,5,30,1,8,2,36,4,14,3,1,6,31,2,9,3,37,5,15,0,2,7,32,0,10,4,38,6,16,1,1
25,2,27,6,5,4,33,1,11,0,26,3,28,7,6,0,34,2,12,1,27,4,29,0,7,1,35,3,13,2,0,5,30,1,8,2,36,4,14,3,1,6,31,2,9,3,37,5,15,0,2,7,32,0,10,4,38,6,16,1,3,8,33,1,11,0,39,7,17,2,1
26,3,28,7,6,0,34,2,12,1,27,4,29,0,7,1,35,3,13,2,0,5,30,1,8,2,36,4,14,3,1,6,31,2,9,3,37,5,15,0,2,7,32,0,10,4,38,6,16,1,3,8,33,1,11,0,39,7,17,2,4,9,34,2,12,1,40,8,18,0,2
27,4,29,0,7,1,35,3,13,2,0,5,30,1,8,2,36,4,14,3,1,6,31,2,9,3,37,5,15,0,2,7,32,0,10,4,38,6,16,1,3,8,33,1,11,0,39,7,17,2,4,9,34,2,12,1,40,8,18,0,5,10,35,3,13,2,41,9,19,0,1
0,5,30,1,8,2,36,4,14,3,1,6,31,2,9,3,37,5,15,0,2,7,32,0,10,4,38,6,16,1,3,8,33,1,11,0,39,7,17,2,4,9,34,2,12,1,40,8,18,0,5,10,35,3,13,2,41,9,19,0,6,11,36,4,14,3,42,10,0,1,2
1,6,31,2,9,3,37,5,15,0,2,7,32,0,10,4,38,6,16,1,3,8,33,1,11,0,39,7,17,2,4,9,34,2,12,1,40,8,18,0,5,10,35,3,13,2,41,9,19,0,6,11,36,4,14,3,42,10,0,1,0,12,37,5,15,4,43,11,1,2,2
2,7,32,0,10,4,38,6,16,1,3,8,33,1,11,0,39,7,17,2,4,9,34,2,12,1,40,8,18,0,5,10,35,3,13,2,41,9,19,0,6,11,36,4,14,3,42,10,0,1,0,12,37,5,15,4,43,11,1,2,1,13,38,6,16,5,44,12,0,3,1
3,8,33,1,11,0,39,7,17,2,4,9,34,2,12,1,40,8,18,0,5,10,35,3,13,2,41,9,19,0,6,11,36,4,14,3,42,10,0,1,0,12,37,5,15,4,43,11,1,2,1,13,38,6,16,5,44,12,0,3,2,14,0,7,17,6,45,13,1,4,2
4,9,34,2,12,1,40,8,18,0,5,10,35,3,13,2,41,9,19,0,6,11,36,4,14,3,42,10,0,1,0,12,37,5,15,4,43,11,1,2,1,13,38,6,16,5,44,12,0,3,2,14,0,7,17,6,45,13,1,4,3,15,1,8,0,7,46,14,2,5,1
5,10,35,3,13,2,41,9,19,0,6,11,36,4,14,3,42,10,0,1,0,12,37,5,15,4,43,11,1,2,1,13,38,6,16,5,44,12,0,3,2,14,0,7,17,6,45,13,1,4,3,15,1,8,0,7,46,14,2,5,4,16,2,9,1,8,47,15,3,0,1
6,11,36,4,14,3,42,10,0,1,0,12,37,5,15,4,43,11,1,2,1,13,38,6,16,5,44,12,0,3,2,14,0,7,17,6,45,13,1,4,3,15,1,8,0,7,46,14,2,5,4,16,2,9,1,8,47,15,3,0,5,17,3,10,2,9,48,16,4,0,2
0,12,37,5,15,4,43,11,1,2,1,13,38,6,16,5,44,12,0,3,2,14,0,7,17,6,45,13,1,4,3,15,1,8,0,7,46,14,2,5,4,16,2,9,1,8,47,15,3,0,5,17,3,10,2,9,48,16,4,0,6,18,0,11,3,10,49,17,5,1,1
1,13,38,6,16,5,44,12,0,3,2,14,0,7,17,6,45,13,1,4,3,15,1,8,0,7,46,14,2,5,4,16,2,9,1,8,47,15,3,0,5,17,3,10,2,9,48,16,4,0,6,18,0,11,3,10,49,17,5,1,7,19,1,12,4,11,50,0,6,2,2
2,14,0,7,17,6,45,13,1,4,3,15,1,8,0,7,46,14,2,5,4,16,2,9,1,8,47,15,3,0,5,17,3,10,2,9,48,16,4,0,6,18,0,11,3,10,49,17,5,1,7,19,1,12,4,11,50,0,6,2,8,0,2,13,5,12,51,1,7,3,2
3,15,1,8,0,7,46,14,2,5,4,16,2,9,1,8,47,15,3,0,5,17,3,10,2,9,48,16,4,0,6,18,0,11,3,10,49,17,5,1,7,19,1,12,4,11,50,0,6,2,8,0,2,13,5,12,51,1,7,3,0,1,3,14,6,13,52,2,8,4,1
4,16,2,9,1,8,47,15,3,0,5,17,3,10,2,9,48,16,4,0,6,18,0,11,3,10,49,17,5,1,7,19,1,12,4,11,50,0,6,2,8,0,2,13,5,12,51,1,7,3,0,1,3,14,6,13,52,2,8,4,1,2,0,15,7,14,53,3,9,5,1
5,17,3,10,2,9,48,16,4,0,6,18,0,11,3,10,49,17,5,1,7,19,1,12,4,11,50,0,6,2,8,0,2,13,5,12,51,1,7,3,0,1,3,14,6,13,52,2,8,4,1,2,0,15,7,14,53,3,9,5,2,3,0,16,8,15,54,4,10,6,2
6,18,0,11,3,10,49,17,5,1,7,19,1,12,4,11,50,0,6,2,8,0,2,13,5,12,51,1,7,3,0,1,3,14,6,13,52,2,8,4,1,2,0,15,7,14,53,3,9,5,2,3,0,16,8,15,54,4,10,6,3,4,1,0,9,16,55,5,11,7,1
7,19,1,12,4,11,50,0,6,2,8,0,2,13,5,12,51,1,7,3,0,1,3,14,6,13,52,2,8,4,1,2,0,15,7,14,53,3,9,5,2,3,0,16,8,15,54,4,10,6,3,4,1,0,9,16,55,5,11,7,4,5,0,1,10,17,56,6,12,8,2
8,0,2,13,5,12,51,1,7,3,0,1,3,14,6,13,52,2,8,4,1,2,0,15,7,14,53,3,9,5,2,3,0,16,8,15,54,4,10,6,3,4,1,0,9,16,55,5,11,7,4,5,0,1,10,17,56,6,12,8,5,6,1,2,11,18,0,7,13,9,1
0,1,3,14,6,13,52,2,8,4,1,2,0,15,7,14,53,3,9,5,2,3,0,16,8,15,54,4,10,6,3,4,1,0,9,16,55,5,11,7,4,5,0,1,10,17,56,6,12,8,5,6,1,2,11,18,0,7,13,9,6,7,0,3,12,19,1,8,14,10,1
1,2,0,15,7,14,53,3,9,5,2,3,0,16,8,15,54,4,10,6,3,4,1,0,9,16,55,5,11,7,4,5,0,1,10,17,56,6,12,8,5,6,1,2,11,18,0,7,13,9,6,7,0,3,12,19,1,8,14,10,7,8,0,4,13,20,2,9,15,11,1
2,3,0,16,8,15,54,4,10,6,3,4,1,0,9,16,55,5,11,7,4,5,0,1,10,17,56,6,12,8,5,6,1,2,11,18,0,7,13,9,6,7,0,3,12,19,1,8,14,10,7,8,0,4,13,20,2,9,15,11,8,9,1,5,0,21,3,10,16,12,1
3,4,1,0,9,16,55,5,11,7,4,5,0,1,10,17,56,6,12,8,5,6,1,2,11,18,0,7,13,9,6,7,0,3,12,19,1,8,14,10,7,8,0,4,13,20,2,9,15,11,8,9,1,5,0,21,3,10,16,12,9,10,2,6,1,0,4,11,17,13,1
4,5,0,1,10,17,56,6,12,8,5,6,1,2,11,18,0,7,13,9,6,7,0,3,12,19,1,8,14,10,7,8,0,4,13,20,2,9,15,11,8,9,1,5,0,21,3,10,16,12,9,10,2,6,1,0,4,11,17,13,10,11,3,7,2,1,5,12,0,14,1
5,6,1,2,11,18,0,7,13,9,6,7,0,3,12,19,1,8,14,10,7,8,0,4,13,20,2,9,15,11,8,9,1,5,0,21,3,10,16,12,9,10,2,6,1,0,4,11,17,13,10,11,3,7,2,1,5,12,0,14,11,12,4,8,3,0,6,13,1,15,1
6,7,0,3,12,19,1,8,14,10,7,8,0,4,13,20,2,9,15,11,8,9,1,5,0,21,3,10,16,12,9,10,2,6,1,0,4,11,17,13,10,11,3,7,2,1,5,12,0,14,11,12,4,8,3,0,6,13,1,15,12,13,5,9,4,0,7,14,2,16,1
7,8,0,4,13,20,2,9,15,11,8,9,1,5,0,21,3,10,16,12,9,10,2,6,1,0,4,11,17,13,10,11,3,7,2,1,5,12,0,14,11,12,4,8,3,0,6,13,1,15,12,13,5,9,4,0,7,14,2,16,0,14,6,10,5,1,8,15,3,17,1
8,9,1,5,0,21,3,10,16,12,9,10,2,6,1,0,4,11,17,13,10,11,3,7,2,1,5,12,0,14,11,12,4,8,3,0,6,13,1,15,12,13,5,9,4,0,7,14,2,16,0,14,6,10,5,1,8,15,3,17,1,15,7,11,0,2,9,16,4,18,2
9,10,2,6,1,0,4,11,17,13,10,11,3,7,2,1,5,12,0,14,11,12,4,8,3,0,6,13,1,15,12,13,5,9,4,0,7,14,2,16,0,14,6,10,5,1,8,15,3,17,1,15,7,11,0,2,9,16,4,18,2,16,0,12,1,3,10,17,5,19,1
10,11,3,7,2,1,5,12,0,14,11,12,4,8,3,0,6,13,1,15,12,13,5,9,4,0,7,14,2,16,0,14,6,10,5,1,8,15,3,17,1,15,7,11,0,2,9,16,4,18,2,16,0,12,1,3,10,17,5,19,3,17,1,13,2,4,0,18,6,20,2
11,12,4,8,3,0,6,13,1,15,12,13,5,9,4,0,7,14,2,16,0,14,6,10,5,1,8,15,3,17,1,15,7,11,0,2,9,16,4,18,2,16,0,12,1,3,10,17,5,19,3,17,1,13,2,4,0,18,6,20,4,18,2,14,3,5,1,19,7,0,1
12,13,5,9,4,0,7,14,2,16,0,14,6,10,5,1,8,15,3,17,1,15,7,11,0,2,9,16,4,18,2,16,0,12,1,3,10,17,5,19,3,17,1,13,2,4,0,18,6,20,4,18,2,14,3,5,1,19,7,0,5,19,3,15,4,6,2,20,8,0,2
0,14,6,10,5,1,8,15,3,17,1,15,7,11,0,2,9,16,4,18,2,16,0,12,1,3,10,17,5,19,3,17,1,13,2,4,0,18,6,20,4,18,2,14,3,5,1,19,7,0,5,19,3,15,4,6,2,20,8,0,6,0,4,16,5,7,3,21,9,1,2
1,15,7,11,0,2,9,16,4,18,2,16,0,12,1,3,10,17,5,19,3,17,1,13,2,4,0,18,6,20,4,18,2,14,3,5,1,19,7,0,5,19,3,15,4,6,2,20,8,0,6,0,4,16,5,7,3,21,9,1,7,1,5,17,6,8,4,22,0,2,1
2,16,0,12,1,3,10,17,5,19,3,17,1,13,2,4,0,18,6,20,4,18,2,14,3,5,1,19,7,0,5,19,3,15,4,6,2,20,8,0,6,0,4,16,5,7,3,21,9,1,7,1,5,17,6,8,4,22,0,2,8,0,6,18,7,9,5,23,1,3,2
3,17,1,13,2,4,0,18,6,20,4,18,2,14,3,5,1,19,7,0,5,19,3,15,4,6,2,20,8,0,6,0,4,16,5,7,3,21,9,1,7,1,5,17,6,8,4,22,0,2,8,0,6,18,7,9,5,23,1,3,9,1,7,19,0,10,6,24,2,4,2
4,18,2,14,3,5,1,19,7,0,5,19,3,15,4,6,2,20,8,0,6,0,4,16,5,7,3,21,9,1,7,1,5,17,6,8,4,22,0,2,8,0,6,18,7,9,5,23,1,3,9,1,7,19,0,10,6,24,2,4,10,2,0,20,1,11,7,25,3,5,2
5,19,3,15,4,6,2,20,8,0,6,0,4,16,5,7,3,21,9,1,7,1,5,17,6,8,4,22,0,2,8,0,6,18,7,9,5,23,1,3,9,1,7,19,0,10,6,24,2,4,10,2,0,20,1,11,7,25,3,5,11,3,1,21,2,12,8,0,4,6,1
